keyword,2021,2022,2023,2024
modulation,0.0,0.0,1.0,0.0
modulation of deep neural network,0.0,1.0,0.0,0.0
modulator variables,0.0,0.0,1.0,0.0
module,0.0,0.0,0.0,1.0
module composition,0.0,0.0,1.0,0.0
moe,1.0,1.0,2.0,6.0
moe inference,0.0,0.0,0.0,1.0
moe theory,0.0,0.0,0.0,1.0
moefication,0.0,0.0,0.0,1.0
moiré effect,1.0,0.0,0.0,0.0
molecular biology,0.0,0.0,0.0,1.0
molecular conformation generation,1.0,0.0,0.0,0.0
molecular conformations,1.0,0.0,0.0,0.0
molecular conformer generation,1.0,0.0,0.0,1.0
molecular conformers,0.0,0.0,0.0,1.0
molecular design,0.0,1.0,1.0,0.0
molecular discovery,0.0,0.0,0.0,1.0
molecular diversity,0.0,0.0,0.0,1.0
molecular docking,0.0,1.0,0.0,1.0
molecular dynamics,0.0,0.0,7.0,4.0
molecular fingerprints,1.0,0.0,0.0,0.0
molecular fragmentation,0.0,1.0,0.0,0.0
molecular generation,0.0,0.0,1.0,3.0
molecular generative model,1.0,0.0,0.0,0.0
molecular geometry,1.0,0.0,0.0,0.0
molecular graph-language instruction tuning,0.0,0.0,0.0,1.0
molecular graphs,1.0,0.0,0.0,0.0
molecular language model,0.0,0.0,0.0,1.0
molecular machine learning,0.0,0.0,1.0,0.0
molecular modeling,0.0,0.0,1.0,0.0
molecular modelling,0.0,0.0,1.0,0.0
molecular optimization,0.0,0.0,0.0,1.0
molecular pretraining,0.0,0.0,1.0,1.0
molecular property,0.0,1.0,0.0,0.0
molecular property prediction,2.0,0.0,1.0,3.0
molecular representation,1.0,1.0,0.0,0.0
molecular representation learning,0.0,0.0,4.0,3.0
molecular representations,0.0,0.0,0.0,1.0
molecular retrieval,0.0,0.0,0.0,1.0
molecular simulation,0.0,0.0,0.0,1.0
molecular simulations,0.0,0.0,1.0,0.0
molecular structure,0.0,1.0,0.0,0.0
molecular structure prediction,0.0,0.0,1.0,0.0
molecule,0.0,0.0,4.0,1.0
molecule comprehension,0.0,0.0,0.0,1.0
molecule design,0.0,1.0,0.0,3.0
molecule generation,5.0,3.0,4.0,3.0
molecule geometry modeling,0.0,0.0,0.0,1.0
molecule joint auto-encoding,0.0,0.0,1.0,0.0
molecule joint self-supervised learning,0.0,0.0,1.0,0.0
molecule learning,0.0,0.0,0.0,1.0
molecule optimization,0.0,1.0,0.0,1.0
molecule property prediction,0.0,0.0,2.0,0.0
molecule representation learning,0.0,1.0,1.0,0.0
molecule structure generation,0.0,0.0,0.0,1.0
molecules,4.0,3.0,2.0,5.0
moment matching,0.0,0.0,0.0,1.0
moment-matching,0.0,0.0,1.0,1.0
momentum,4.0,5.0,0.0,2.0
momentum centering,1.0,0.0,0.0,0.0
momentum contrastive self supervised learning,1.0,0.0,0.0,0.0
momentum lie group optimizer,0.0,0.0,0.0,1.0
momentum method,0.0,0.0,1.0,0.0
momentum methods,2.0,0.0,0.0,0.0
momentum network,0.0,1.0,0.0,0.0
momentum-based methods,1.0,0.0,0.0,0.0
momentum-based optimizers,0.0,1.0,0.0,0.0
monads,0.0,1.0,0.0,0.0
monet,2.0,0.0,0.0,0.0
monetary risk measures,0.0,0.0,1.0,0.0
monge–ampere,0.0,1.0,0.0,0.0
monocular,0.0,0.0,1.0,0.0
monocular 3d detection,1.0,0.0,0.0,1.0
monocular 3d detection and reconstruction,1.0,0.0,0.0,0.0
monocular 3d object detection,0.0,1.0,2.0,1.0
monocular camera calibration,0.0,0.0,1.0,0.0
monocular depth,0.0,1.0,1.0,0.0
monocular depth estimation,0.0,0.0,1.0,6.0
monocular human reconstruction,0.0,1.0,0.0,0.0
monocular priors,0.0,1.0,1.0,0.0
monocular rgb video,0.0,0.0,0.0,1.0
monocular rgb-d reconstruction,0.0,1.0,0.0,0.0
monocular video,0.0,0.0,1.0,0.0
monomial matrices,0.0,0.0,0.0,1.0
monomoials,0.0,0.0,0.0,1.0
monotone adversary,0.0,0.0,0.0,1.0
monotone inclusion,0.0,1.0,1.0,0.0
monotone neural network,0.0,1.0,0.0,0.0
monotone operator,0.0,0.0,1.0,0.0
monotone operators,0.0,1.0,0.0,1.0
monotone variational inequalities,1.0,1.0,0.0,1.0
monotonic improvements,0.0,1.0,0.0,0.0
monotonicity,0.0,1.0,0.0,0.0
monotonicity assumption,0.0,0.0,0.0,1.0
monotonicity constraint,0.0,1.0,0.0,0.0
monotonicity constraints,0.0,1.0,0.0,0.0
monotonicity ratio,0.0,1.0,0.0,0.0
monte carlo,7.0,4.0,3.0,1.0
monte carlo gradient estimation,1.0,1.0,0.0,0.0
monte carlo markov chain,0.0,0.0,0.0,1.0
monte carlo methods,2.0,0.0,1.0,2.0
monte carlo mixing time,1.0,0.0,0.0,0.0
monte carlo regression tree search,2.0,0.0,0.0,0.0
monte carlo rendering,0.0,0.0,0.0,1.0
monte carlo sampling,0.0,1.0,0.0,1.0
monte carlo tree search,0.0,2.0,5.0,1.0
monte-carlo,0.0,1.0,0.0,0.0
monte-carlo denoising,0.0,0.0,1.0,0.0
monte-carlo sampling,0.0,1.0,0.0,0.0
monte-carlo tree search,0.0,1.0,0.0,2.0
monteiro-svaiter acceleration,0.0,2.0,1.0,0.0
moral consistency,0.0,0.0,0.0,1.0
moral decision making,0.0,0.0,1.0,0.0
moral decision-making,0.0,1.0,0.0,0.0
moral hazard,0.0,0.0,1.0,1.0
moral reasoning,0.0,0.0,1.0,0.0
moreau envelope,0.0,0.0,0.0,1.0
morpheme,0.0,1.0,0.0,0.0
morphology perturbations,0.0,1.0,0.0,0.0
morse theory,0.0,1.0,0.0,0.0
mortal computation,0.0,0.0,0.0,1.0
most exciting inputs,0.0,0.0,1.0,0.0
most probable explanation,0.0,0.0,0.0,1.0
mot philosophy,0.0,0.0,0.0,1.0
motion,0.0,0.0,0.0,1.0
motion analysis,2.0,0.0,0.0,0.0
motion artifacts,0.0,0.0,0.0,1.0
motion blur,1.0,0.0,0.0,0.0
motion comprehension,0.0,0.0,0.0,1.0
motion control,0.0,0.0,0.0,1.0
motion correction,0.0,0.0,0.0,1.0
motion deblur,0.0,0.0,0.0,1.0
motion deblurring,0.0,0.0,1.0,1.0
motion decomposition,0.0,1.0,0.0,0.0
motion diffusion,0.0,0.0,0.0,1.0
motion energy,0.0,0.0,0.0,1.0
motion estimation,0.0,0.0,0.0,1.0
motion forecasting,0.0,0.0,1.0,3.0
motion generation,0.0,1.0,2.0,3.0
motion magnification,0.0,0.0,1.0,0.0
motion modeling,0.0,1.0,0.0,1.0
motion perception,0.0,0.0,1.0,0.0
motion planning,1.0,0.0,1.0,2.0
motion prediction,2.0,1.0,1.0,1.0
motion primitives,1.0,0.0,0.0,0.0
motion processing,2.0,0.0,1.0,0.0
motion refinement,0.0,0.0,1.0,0.0
motion representation,1.0,0.0,0.0,0.0
motion retargeting,0.0,0.0,0.0,1.0
motion segmentation,0.0,1.0,1.0,2.0
motion time series classification,0.0,0.0,0.0,1.0
motion tracking,0.0,0.0,1.0,0.0
motion transfer,0.0,1.0,0.0,0.0
motion understanding,0.0,0.0,0.0,1.0
motion vector,2.0,0.0,0.0,0.0
motion-aware,1.0,0.0,0.0,0.0
motion-deblurring,1.0,0.0,0.0,0.0
motion-music generation,0.0,0.0,0.0,1.0
motor adaptation,0.0,1.0,0.0,0.0
motor control,5.0,1.0,2.0,3.0
motor learning,0.0,1.0,0.0,0.0
motor neuroscience,1.0,0.0,0.0,0.0
motor timing,0.0,0.0,1.0,0.0
mouse brains,1.0,0.0,0.0,0.0
mouse visual cortex,1.0,0.0,0.0,1.0
movie recommendation,0.0,1.0,0.0,0.0
movies,1.0,0.0,0.0,0.0
moving mesh,0.0,1.0,0.0,0.0
moving-average,0.0,1.0,0.0,0.0
mpc,2.0,0.0,0.0,0.0
mpd,0.0,0.0,1.0,0.0
mpdag,0.0,0.0,0.0,1.0
mrfs,1.0,0.0,0.0,0.0
mri,0.0,1.0,2.0,3.0
mri reconstruction,1.0,1.0,0.0,0.0
ms-coco,0.0,1.0,0.0,0.0
msa,0.0,0.0,1.0,0.0
msa generative pre-training,0.0,0.0,0.0,1.0
msda,0.0,1.0,0.0,0.0
mtp2,0.0,0.0,1.0,0.0
mtp2 gaussian graphical model,0.0,0.0,1.0,0.0
mudolar object navigation,0.0,0.0,0.0,1.0
mujoco,1.0,1.0,0.0,1.0
multi agent,0.0,1.0,0.0,0.0
multi agent reinforcement learning,1.0,0.0,2.0,0.0
multi arm bandit,1.0,0.0,0.0,0.0
multi armed bandit,0.0,0.0,1.0,0.0
multi armed bandits,2.0,0.0,1.0,0.0
multi fidelity,0.0,1.0,1.0,0.0
multi modality,0.0,0.0,0.0,1.0
multi objective learning.,0.0,0.0,1.0,0.0
multi objective optimization,0.0,1.0,0.0,0.0
multi source unsupervised domain adaptation,0.0,0.0,1.0,0.0
multi task,0.0,0.0,1.0,0.0
multi task learning,0.0,1.0,0.0,0.0
multi time scale learning,0.0,0.0,1.0,0.0
multi unit activity,0.0,0.0,0.0,1.0
multi-agent,8.0,7.0,3.0,5.0
multi-agent actor-critic algorithm,0.0,1.0,0.0,0.0
multi-agent assignment planning,0.0,1.0,0.0,0.0
multi-agent collaboration,0.0,0.0,0.0,2.0
multi-agent communication,3.0,1.0,3.0,0.0
multi-agent competitive games,0.0,0.0,0.0,1.0
multi-agent cooperation,0.0,0.0,1.0,1.0
multi-agent coordination,0.0,0.0,1.0,0.0
multi-agent curriculum,0.0,0.0,1.0,0.0
multi-agent debate,0.0,0.0,0.0,1.0
multi-agent decision making,1.0,0.0,0.0,0.0
multi-agent diversity,0.0,0.0,0.0,1.0
multi-agent exploration,2.0,0.0,0.0,1.0
multi-agent imitation learning,0.0,0.0,0.0,1.0
multi-agent influence,0.0,0.0,1.0,0.0
multi-agent influence diagrams,0.0,0.0,0.0,1.0
multi-agent interaction modeling,1.0,0.0,0.0,0.0
multi-agent interactions,0.0,0.0,0.0,1.0
multi-agent intrinsic reward,0.0,1.0,0.0,0.0
multi-agent learning,7.0,3.0,2.0,0.0
multi-agent motion simulation,0.0,0.0,0.0,1.0
multi-agent multi-armed bandits,0.0,0.0,1.0,0.0
multi-agent navigation,0.0,1.0,0.0,0.0
multi-agent pathfinding,0.0,0.0,1.0,0.0
multi-agent perception,1.0,0.0,0.0,0.0
multi-agent policy gradients,2.0,0.0,0.0,0.0
multi-agent reinforcement learning,23.0,30.0,19.0,27.0
multi-agent rl,1.0,0.0,2.0,1.0
multi-agent robotics,0.0,0.0,0.0,1.0
multi-agent security,0.0,0.0,0.0,1.0
multi-agent system,2.0,1.0,1.0,3.0
multi-agent systems,1.0,4.0,1.0,5.0
multi-agent trajectory,1.0,0.0,0.0,0.0
multi-agent trajectory forecasting,1.0,0.0,0.0,0.0
multi-area computation,2.0,0.0,0.0,0.0
multi-arm bandit,0.0,0.0,0.0,1.0
multi-armed,1.0,0.0,0.0,0.0
multi-armed bandit,9.0,5.0,3.0,3.0
multi-armed bandit problems,0.0,0.0,0.0,1.0
multi-armed bandit with expert advice,0.0,0.0,0.0,1.0
multi-armed bandits,23.0,16.0,18.0,9.0
multi-aspect editing,0.0,0.0,0.0,1.0
multi-body motion,0.0,0.0,1.0,0.0
multi-body system,0.0,0.0,1.0,0.0
multi-channel imaging,0.0,0.0,0.0,1.0
multi-choice learning,0.0,0.0,0.0,1.0
multi-class,0.0,0.0,1.0,0.0
multi-class anomaly detection,0.0,1.0,0.0,0.0
multi-class classification,0.0,4.0,1.0,1.0
multi-class uad,0.0,0.0,0.0,1.0
multi-codebook quantization,1.0,0.0,0.0,0.0
multi-compartment neural model,0.0,0.0,1.0,0.0
multi-component floating-point,1.0,0.0,0.0,0.0
multi-conditional generation,0.0,0.0,1.0,0.0
multi-criteria clustering,0.0,0.0,0.0,1.0
multi-dataset learning,0.0,1.0,0.0,0.0
multi-dataset segmentation,0.0,0.0,1.0,0.0
multi-dataset training,0.0,0.0,0.0,1.0
multi-dimensional preference optimization,0.0,0.0,0.0,1.0
multi-dimensional spatial tasks,2.0,0.0,0.0,0.0
multi-distribution,0.0,0.0,0.0,1.0
multi-domain,0.0,0.0,0.0,1.0
multi-domain distillation,0.0,0.0,0.0,1.0
multi-domain learning,1.0,0.0,2.0,1.0
multi-drone collaboration,0.0,0.0,0.0,1.0
multi-entity actions,0.0,0.0,0.0,1.0
multi-environment,0.0,0.0,1.0,0.0
multi-environment rl,0.0,1.0,0.0,0.0
multi-event reasoning,0.0,0.0,1.0,0.0
multi-exit language model,0.0,0.0,1.0,0.0
multi-exit neural network,0.0,0.0,1.0,0.0
multi-facet clustering,1.0,0.0,0.0,0.0
multi-feedback,1.0,0.0,0.0,0.0
multi-fidelity,0.0,1.0,3.0,1.0
multi-fidelity active learning,0.0,1.0,0.0,0.0
multi-fidelity bayesian optimization,1.0,0.0,0.0,0.0
multi-fidelity hpo,0.0,0.0,1.0,0.0
multi-fidelity hyperparameter optimization,0.0,0.0,1.0,0.0
multi-fidelity learning,0.0,1.0,0.0,0.0
multi-fidelity max-value entropy search,1.0,0.0,0.0,0.0
multi-fidelity mcmc,0.0,1.0,0.0,0.0
multi-fidelity modeling,0.0,1.0,0.0,0.0
multi-fidelity optimization,0.0,0.0,1.0,0.0
multi-goal environments,0.0,1.0,0.0,0.0
multi-grade deep learning,0.0,0.0,0.0,1.0
multi-graded relevance,0.0,0.0,0.0,1.0
multi-grained explainability,2.0,0.0,0.0,0.0
multi-grained explanation,0.0,0.0,1.0,0.0
multi-granularity,0.0,0.0,1.0,1.0
multi-granularity visual encoding,0.0,0.0,0.0,1.0
multi-group fairness,0.0,0.0,0.0,1.0
multi-group learning,0.0,0.0,1.0,1.0
multi-hash encoding,0.0,0.0,1.0,0.0
multi-head attention,3.0,0.0,0.0,1.0
multi-head mechanism,0.0,0.0,0.0,1.0
multi-head self-attention,1.0,0.0,0.0,0.0
multi-head softmax attention,0.0,0.0,0.0,1.0
multi-hop question answering,1.0,0.0,0.0,0.0
multi-hop reasoning,1.0,0.0,1.0,1.0
multi-hypothesis,0.0,0.0,0.0,1.0
multi-image,0.0,0.0,0.0,1.0
multi-instance learning,0.0,2.0,1.0,1.0
multi-instance partial-label learning,0.0,0.0,1.0,1.0
multi-kernel learning,1.0,0.0,0.0,0.0
multi-label,0.0,2.0,0.0,2.0
multi-label active learning,2.0,0.0,0.0,0.0
multi-label classification,1.0,1.0,1.0,1.0
multi-label learning,1.0,2.0,1.0,4.0
multi-label ranking,1.0,1.0,0.0,0.0
multi-label recognition,0.0,1.0,0.0,0.0
multi-label temporal action detection,0.0,1.0,0.0,0.0
multi-label text classification,0.0,1.0,0.0,0.0
"multi-large model agents,social intelligence,framework,interpretability",0.0,0.0,0.0,1.0
multi-layer network,0.0,1.0,0.0,0.0
multi-layer perception,0.0,0.0,0.0,1.0
multi-layer perceptrons,1.0,0.0,1.0,0.0
multi-layered perceptrons,1.0,0.0,0.0,0.0
multi-linearity,0.0,0.0,1.0,0.0
multi-lingual fine-tuning,0.0,1.0,0.0,0.0
multi-lingual language  model,0.0,1.0,0.0,0.0
multi-lora serving system,0.0,0.0,0.0,1.0
multi-matching,1.0,0.0,0.0,0.0
multi-modal,4.0,2.0,4.0,7.0
multi-modal agent,0.0,0.0,0.0,1.0
multi-modal behaviors,0.0,0.0,1.0,0.0
multi-modal benchmark,0.0,0.0,0.0,1.0
multi-modal clinical data,0.0,0.0,0.0,1.0
multi-modal contrastive learning,0.0,0.0,0.0,1.0
multi-modal control,1.0,0.0,0.0,0.0
multi-modal data,0.0,0.0,0.0,1.0
multi-modal detection,0.0,0.0,1.0,0.0
multi-modal distillation,0.0,0.0,1.0,0.0
multi-modal emotion reasoning,0.0,0.0,0.0,1.0
multi-modal emotion recognition,0.0,0.0,0.0,1.0
multi-modal foundation model,0.0,0.0,1.0,0.0
multi-modal fusion,0.0,0.0,0.0,4.0
multi-modal generation,0.0,0.0,0.0,1.0
multi-modal grouping,0.0,1.0,0.0,0.0
multi-modal in-context learning,0.0,0.0,0.0,1.0
multi-modal inference,0.0,0.0,0.0,1.0
multi-modal knowledge graph,0.0,1.0,0.0,0.0
multi-modal large language model,0.0,0.0,0.0,6.0
multi-modal large-language-model,0.0,0.0,0.0,1.0
multi-modal learning,3.0,1.0,8.0,12.0
multi-modal learning theory,1.0,0.0,0.0,0.0
multi-modal model,0.0,0.0,1.0,2.0
multi-modal modeling,0.0,0.0,0.0,1.0
multi-modal open-world counting,0.0,0.0,0.0,1.0
multi-modal pre-training,0.0,0.0,0.0,1.0
multi-modal prompt,0.0,0.0,1.0,0.0
multi-modal prompt learning,0.0,0.0,1.0,0.0
multi-modal query,0.0,0.0,1.0,0.0
multi-modal reasoning,0.0,0.0,1.0,0.0
multi-modal representation learning,0.0,1.0,1.0,1.0
multi-modal robust learning,0.0,0.0,0.0,1.0
multi-modal sentiment analysis,0.0,0.0,0.0,1.0
multi-modal stimuli,0.0,0.0,0.0,1.0
multi-modal understanding,0.0,0.0,0.0,1.0
multi-modality,1.0,0.0,5.0,5.0
multi-modality input,0.0,1.0,0.0,0.0
multi-modality prompting.,0.0,0.0,1.0,0.0
multi-mode fibre,0.0,1.0,0.0,0.0
multi-object navigation,0.0,1.0,0.0,0.0
multi-object reasoning,0.0,0.0,0.0,1.0
multi-object relationship modeling,0.0,0.0,0.0,1.0
multi-object representation learning,0.0,0.0,1.0,0.0
multi-object rl,0.0,0.0,1.0,0.0
multi-object tracking,1.0,1.0,0.0,0.0
multi-object video segmentation,0.0,1.0,0.0,0.0
multi-objective,1.0,0.0,0.0,0.0
multi-objective alignment,0.0,0.0,0.0,2.0
multi-objective bayesian optimization,0.0,1.0,0.0,0.0
multi-objective combinatorial optimization,0.0,0.0,2.0,0.0
multi-objective decision making,0.0,0.0,2.0,1.0
multi-objective integer programs,0.0,1.0,0.0,0.0
multi-objective learning,1.0,1.0,2.0,1.0
multi-objective markov decision process,0.0,1.0,0.0,0.0
multi-objective molecular optimization,0.0,0.0,1.0,0.0
multi-objective online learning,0.0,1.0,0.0,0.0
multi-objective optimization,4.0,4.0,5.0,5.0
multi-objective reinforcement learning,0.0,0.0,1.0,1.0
multi-objective rl,1.0,0.0,0.0,1.0
multi-omics,0.0,0.0,1.0,0.0
multi-organ and tumor segmentation,0.0,0.0,0.0,1.0
multi-output regression,0.0,0.0,0.0,2.0
multi-party computation,0.0,1.0,0.0,1.0
multi-path aggregation,0.0,0.0,0.0,1.0
multi-person interaction,2.0,0.0,0.0,0.0
multi-person motion prediction,0.0,0.0,1.0,0.0
multi-person pose estimation,1.0,0.0,0.0,0.0
multi-player games,0.0,0.0,0.0,1.0
multi-policy continuous control,0.0,0.0,1.0,0.0
multi-policy decision making,0.0,0.0,1.0,0.0
multi-population neural recordings,0.0,0.0,1.0,0.0
multi-preciison,0.0,0.0,0.0,1.0
multi-prompt evaluation,0.0,0.0,0.0,1.0
multi-prototype,0.0,0.0,0.0,1.0
multi-relational graphs,0.0,1.0,0.0,0.0
multi-resnet,0.0,0.0,1.0,0.0
multi-resolution,0.0,1.0,0.0,1.0
multi-resolution analysis,0.0,1.0,0.0,0.0
multi-resolution face recognition,0.0,1.0,0.0,0.0
multi-resolution vision model,0.0,0.0,0.0,1.0
multi-robot systems,0.0,0.0,2.0,0.0
multi-round dialogue,0.0,0.0,1.0,0.0
multi-scale,1.0,0.0,1.0,0.0
multi-scale architecture,0.0,1.0,0.0,0.0
multi-scale change point detection,2.0,0.0,0.0,0.0
multi-scale consistency,0.0,0.0,0.0,1.0
multi-scale modeling,0.0,0.0,0.0,1.0
multi-scale patch embedding,0.0,0.0,0.0,1.0
multi-scale vision transformer,1.0,1.0,0.0,0.0
multi-scale wavelet filtering,0.0,0.0,1.0,0.0
multi-scene absolute pose regression,0.0,0.0,0.0,1.0
multi-sensor network,0.0,0.0,1.0,0.0
multi-sequence mri segmentation,0.0,0.0,0.0,1.0
multi-sequence network,0.0,0.0,1.0,0.0
multi-sided platform,0.0,0.0,0.0,1.0
multi-source adaptation,0.0,0.0,0.0,1.0
multi-source and blended-target,0.0,0.0,0.0,1.0
multi-source domain adaptation,0.0,0.0,1.0,0.0
multi-source image fusion,0.0,0.0,0.0,1.0
multi-source-free domain adaptation,1.0,0.0,0.0,0.0
multi-spectral image fusion,0.0,1.0,0.0,0.0
multi-spectral image restoration,0.0,1.0,0.0,0.0
multi-stage cascade,0.0,1.0,0.0,0.0
multi-stage matching,1.0,0.0,0.0,0.0
multi-stakeholder fairness,0.0,0.0,0.0,1.0
multi-step greedy policy improvement,0.0,0.0,0.0,1.0
multi-step model,0.0,1.0,0.0,0.0
multi-step planning,0.0,0.0,1.0,0.0
multi-step reasoning,0.0,2.0,1.0,1.0
multi-step sde solver,0.0,0.0,1.0,0.0
multi-subject personalization,0.0,0.0,0.0,1.0
multi-subject training,0.0,0.0,0.0,1.0
multi-target environment,1.0,0.0,0.0,0.0
multi-task,0.0,2.0,1.0,3.0
multi-task and transfer learning,0.0,0.0,2.0,1.0
multi-task bandit,0.0,0.0,0.0,1.0
multi-task decision-making,0.0,0.0,1.0,0.0
multi-task gaussian processes,1.0,0.0,0.0,0.0
multi-task generalization,0.0,1.0,0.0,0.0
multi-task leaning,0.0,0.0,1.0,0.0
multi-task learning,12.0,10.0,13.0,10.0
multi-task learning and neural processes,0.0,0.0,1.0,0.0
multi-task linear regression,1.0,0.0,0.0,0.0
multi-task neural network,0.0,1.0,0.0,0.0
multi-task optimization,0.0,1.0,0.0,1.0
multi-task regression,0.0,0.0,0.0,1.0
multi-task reinforcement learning,1.0,1.0,2.0,2.0
multi-task rl,0.0,0.0,0.0,3.0
multi-task scheduling,0.0,0.0,0.0,1.0
multi-task segmentation,0.0,0.0,1.0,0.0
multi-team games,0.0,0.0,0.0,1.0
multi-tenancy,0.0,0.0,0.0,1.0
multi-tenant serving,0.0,0.0,0.0,1.0
multi-time attention,0.0,0.0,0.0,1.0
multi-timescale,0.0,0.0,1.0,0.0
multi-turn conversation,0.0,0.0,0.0,1.0
multi-unit auctions,0.0,0.0,1.0,0.0
multi-user interaction,0.0,0.0,1.0,0.0
multi-variate time-series,0.0,1.0,0.0,0.0
multi-vector,0.0,0.0,0.0,1.0
multi-view,1.0,1.0,0.0,1.0
multi-view 3d detection,0.0,0.0,1.0,0.0
multi-view clustering,1.0,0.0,2.0,3.0
multi-view consistency,0.0,0.0,1.0,0.0
multi-view generation,0.0,0.0,0.0,1.0
multi-view geometry consistency,0.0,1.0,0.0,0.0
multi-view graph clustering,0.0,1.0,0.0,1.0
multi-view images,0.0,0.0,0.0,1.0
multi-view learning,7.0,1.0,2.0,2.0
"multi-view learning, clustering",0.0,0.0,1.0,0.0
multi-view mask modeling,0.0,0.0,0.0,1.0
multi-view model,1.0,0.0,0.0,0.0
multi-view neural 3d reconstruction,0.0,0.0,1.0,0.0
multi-view object detection,0.0,0.0,1.0,0.0
multi-view radar heatmaps,0.0,0.0,0.0,1.0
multi-view reconstruction,0.0,1.0,0.0,1.0
multi-view representation learning,1.0,0.0,0.0,1.0
multi-view stereo,0.0,0.0,0.0,1.0
multi-view surface reconstruction,0.0,1.0,0.0,0.0
multi-view synthesis,0.0,0.0,0.0,1.0
multi-view video,0.0,0.0,0.0,1.0
multi-view video diffusion model,0.0,0.0,0.0,1.0
multi-viewpoint scenes,0.0,0.0,0.0,1.0
multiaccuracy,0.0,0.0,1.0,0.0
multiagent,1.0,0.0,0.0,0.0
multiagent learning,1.0,1.0,1.0,0.0
multiagent reinforcement learning,1.0,2.0,0.0,0.0
multiagent system,0.0,1.0,0.0,0.0
multiagent systems,0.0,1.0,0.0,1.0
multiarmed bandits,0.0,0.0,1.0,0.0
multicalibration,0.0,0.0,3.0,3.0
multicategory treatment,0.0,0.0,0.0,1.0
multiclass,0.0,1.0,1.0,1.0
multiclass classification,4.0,5.0,2.0,3.0
multiclass learning,1.0,0.0,0.0,1.0
multiclass logistic regression,0.0,0.0,1.0,0.0
multiclass u-calibration,0.0,0.0,0.0,1.0
multicollinearity,0.0,0.0,1.0,0.0
multicriteria benchmarking,0.0,0.0,0.0,1.0
multidimensional scaling,1.0,0.0,0.0,1.0
multidomain,0.0,0.0,1.0,0.0
multifacetedness,0.0,0.0,0.0,1.0
multifidelity environments,0.0,1.0,0.0,0.0
multifidelity estimation,0.0,1.0,0.0,0.0
multigranular topology protection,0.0,0.0,1.0,0.0
multilabel classification,1.0,2.0,0.0,0.0
multilabel ranking,0.0,0.0,1.0,0.0
multilayer perceptron,0.0,0.0,0.0,1.0
multilayer perceptrons,2.0,0.0,0.0,0.0
multilevel monte carlo,1.0,0.0,1.0,0.0
multilevel monte-carlo,0.0,1.0,0.0,0.0
multilinear rank,0.0,0.0,0.0,1.0
multilingual,1.0,0.0,2.0,2.0
multilingual data,0.0,0.0,0.0,1.0
multilingual lms,0.0,0.0,0.0,1.0
multilingual natural language processing,1.0,0.0,0.0,0.0
multilingual pre-trained language model,2.0,0.0,0.0,0.0
multilingual representation,0.0,1.0,0.0,0.0
multilingual speech recognition,0.0,0.0,0.0,1.0
multilinugal neural machine translation,0.0,0.0,1.0,0.0
multilvel optimization,1.0,0.0,0.0,0.0
multimedia forensics,0.0,0.0,0.0,1.0
multimodal,5.0,1.0,12.0,19.0
multimodal agent,0.0,0.0,0.0,1.0
multimodal agents,0.0,0.0,0.0,1.0
multimodal benchmark,0.0,0.0,0.0,1.0
multimodal concepts,0.0,0.0,0.0,1.0
multimodal data,0.0,0.0,1.0,0.0
multimodal datasets,0.0,0.0,0.0,1.0
multimodal diffusion,0.0,0.0,0.0,1.0
multimodal embeddings,0.0,0.0,0.0,1.0
multimodal emotion recognition,0.0,0.0,1.0,0.0
multimodal fusion,0.0,0.0,0.0,3.0
multimodal generation,0.0,0.0,1.0,1.0
multimodal generative learning,0.0,0.0,0.0,1.0
multimodal generative model,1.0,0.0,0.0,2.0
multimodal generative modeling,1.0,0.0,0.0,0.0
multimodal human-agent interaction,1.0,0.0,0.0,0.0
multimodal imbalance,0.0,0.0,0.0,1.0
multimodal in-context learning,0.0,0.0,0.0,1.0
multimodal instruction following,0.0,0.0,0.0,1.0
multimodal knowledge,0.0,1.0,0.0,0.0
multimodal language model,0.0,0.0,0.0,2.0
multimodal large language model,0.0,0.0,2.0,30.0
multimodal large model,0.0,0.0,0.0,2.0
multimodal learning,3.0,7.0,14.0,20.0
multimodal model,0.0,0.0,3.0,6.0
multimodal output spaces,1.0,0.0,0.0,0.0
multimodal pose estimation,0.0,0.0,0.0,1.0
multimodal pre-training,0.0,2.0,0.0,0.0
multimodal preference alignment,0.0,0.0,0.0,1.0
multimodal prompting,0.0,0.0,0.0,1.0
multimodal reasoning,0.0,1.0,0.0,1.0
multimodal regression,1.0,0.0,0.0,0.0
multimodal representation,0.0,1.0,1.0,1.0
multimodal representation learning,0.0,1.0,1.0,1.0
multimodal representations,0.0,0.0,0.0,1.0
multimodal reward modeling,0.0,0.0,0.0,1.0
multimodal science question answering,0.0,0.0,1.0,0.0
multimodal self-supervised learning,0.0,1.0,0.0,0.0
multimodal sentiment analysis,0.0,0.0,0.0,1.0
multimodal shape completion,0.0,0.0,1.0,0.0
multimodal speech,0.0,1.0,0.0,0.0
multimodal time series,0.0,0.0,1.0,0.0
multimodal transformer,1.0,0.0,1.0,0.0
multimodal understanding,1.0,0.0,0.0,1.0
multimodal video model,0.0,0.0,0.0,1.0
multimodal video summarization,1.0,0.0,0.0,0.0
multimodality,0.0,2.0,6.0,4.0
multimodality foundation model,0.0,0.0,1.0,0.0
multimodality learning,0.0,0.0,0.0,1.0
multinomial logistic bandit,0.0,0.0,0.0,1.0
multinomial logistic regression,0.0,0.0,1.0,1.0
multinomial logit,1.0,1.0,0.0,1.0
